danceability,track_genre,valence,track_name
0.74,spanish,0.978,Solo Se Vive una Vez
0.543,spanish,0.608,Sólo Por Mi
0.578,spanish,0.688,La Puerta de Alcalá
0.766,spanish,0.338,El Amor No Duele (Versión Acústica) [Directo Madrid] - En Vivo
0.484,spanish,0.233,Perdición (Versión Acústica) - En Vivo
0.637,spanish,0.649,Si No Está Usted
0.431,spanish,0.509,Maite zaitut - 2015
0.559,spanish,0.305,Dígale
0.549,spanish,0.622,Diabulus In Música
0.387,spanish,0.839,Sin documentos
0.419,spanish,0.433,"Para Siempre (feat. Litzy) - En Vivo - 90's Pop Tour, Vol. 3"
0.803,spanish,0.784,En la Casa de Inés
0.524,spanish,0.324,Diez Mil Lagrimas
0.533,spanish,0.515,No pares - De oir rock & roll
0.756,spanish,0.771,Siempre me quedará
0.871,spanish,0.664,La flaca
0.629,spanish,0.705,Los Domingos No Se Toman Decisiones
0.395,spanish,0.168,Vas A Quedarte
0.58,spanish,0.826,Tus Besos
0.654,spanish,0.321,Imagine
0.704,spanish,0.695,Matar la Pena
0.4,spanish,0.129,"Can't take my eyes off you - Music from The Netflix Series ""La Casa de Papel"""
0.749,spanish,0.637,"Los Sueños, Sueños Son"
0.456,spanish,0.842,Cacho a Cacho
0.634,spanish,0.409,Cuando Suba La Marea
0.649,spanish,0.86,Carolina - En directo 2000
0.371,spanish,0.0942,Temporal
0.613,spanish,0.852,Calma
0.593,spanish,0.596,No Puedo Vivir Sin Ti
0.663,spanish,0.611,Llueve sobre mojado
0.726,spanish,0.84,Paseo
0.648,spanish,0.405,¿Qué Ha Pasao'?
0.66,spanish,0.898,Quieres América
0.578,spanish,0.162,Pequeña Gran Revolución
0.725,spanish,0.357,Desde Tu Adiós
0.489,spanish,0.629,¿Dónde están tus ojos negros? - 2015 Remaster
0.664,spanish,0.369,A golpes contra el calendario
0.734,spanish,0.89,La casa por el tejado
0.454,spanish,0.214,"Y, ¿Si Fuera Ella? - + Es +"
0.549,spanish,0.615,Terriblemente Cruel
0.603,spanish,0.506,Desconectando el corazón
0.712,spanish,0.901,Sol forastero
0.823,spanish,0.346,Generaciones (feat. OldPurp & Left Behind)
0.57,spanish,0.527,Slowly - En Directo
0.568,spanish,0.112,Cállate
0.51,spanish,0.346,Me Cuesta Tanto Olvidarte (En Vivo)
0.67,spanish,0.456,Escapar
0.446,spanish,0.331,Jugando Con El Corazón
0.634,spanish,0.778,Duele el Amor (En Vivo)
0.523,spanish,0.341,Aquelarre
0.468,spanish,0.371,Esa chica es mía (feat. Nek) - Las Ventas 20 de septiembre 2014
0.45,spanish,0.748,Si te acuerdas de mí - 2015 Remaster
0.585,spanish,0.292,Desde mi cielo
0.468,spanish,0.794,Resacosix en la barra- Adaptación del tema 39 de Queen
0.725,spanish,0.674,Duele el Amor - En Vivo
0.755,spanish,0.397,Lunas rotas
0.621,spanish,0.849,Nada Fue Un Error
0.614,spanish,0.603,Joven para morir
0.339,spanish,0.178,Stop The Clocks
0.544,spanish,0.423,Mirando a la luna (feat. Reik)
0.652,spanish,0.515,A Partir De Hoy
0.708,spanish,0.462,El Chisme
0.756,spanish,0.557,"Corazón, Boli y Papel"
0.698,spanish,0.614,Media Vida
0.665,spanish,0.514,Así Bailaba
0.559,spanish,0.482,Copenhague
0.503,spanish,0.0832,Pausa
0.512,spanish,0.58,Un violinista en tu tejado
0.772,spanish,0.735,Mi Error Preferido
0.778,spanish,0.836,Eso Que Tú Me Das
0.499,spanish,0.964,No Hay Truco
0.531,spanish,0.236,Me arrepiento
0.656,spanish,0.646,Cómo te sientes
0.626,spanish,0.533,Arpegios
0.457,spanish,0.218,Entre Sobras Y Sobras Me Faltas
0.419,spanish,0.964,Un adiós - 2014 Remaster
0.667,spanish,0.901,12 lágrimas
0.611,spanish,0.523,La Verdad
0.795,spanish,0.262,La Oveja Negra
0.469,spanish,0.653,Con Sólo una Mirada
0.721,spanish,0.53,Tu jardín con enanitos
0.725,spanish,0.876,Me Gusta la Vida
0.643,spanish,0.184,Saber si estoy a tiempo (feat. María José)
0.669,spanish,0.681,Solo otra vez
0.765,spanish,0.837,I'll Take It Back
0.668,spanish,0.504,Aunque tú no lo sepas
0.558,spanish,0.653,Superhéroe
0.732,spanish,0.601,Mariposas
0.367,spanish,0.29,Lo noto (feat. Hombres G)
0.671,spanish,0.682,Alevosía
0.373,spanish,0.447,El poema de la lluvia triste
0.708,spanish,0.925,Con sólo una mirada
0.122,spanish,0.215,Pensando En Ti
0.545,spanish,0.675,Una Foto en Blanco y Negro
0.784,spanish,0.962,Con Solo una Mirada
0.159,spanish,0.0363,Héroes del poder
0.651,spanish,0.868,Como un burro amarrado en la puerta del baile - 2008 Remastered Version
0.674,spanish,0.756,Sugar Sugar
0.533,spanish,0.345,Junto A Ti - DO NOT USE
0.596,spanish,0.946,Siempre Estaras Conmigo
0.834,spanish,0.578,Agua Salada
0.648,spanish,0.815,Corazón partío
0.655,spanish,0.387,Batmóvil - Remix
0.765,spanish,0.225,Septiembre
0.617,spanish,0.731,Km 0
0.603,spanish,0.503,Devuélveme a mi chica
0.572,spanish,0.703,Levantaremos al sol
0.631,spanish,0.716,Juramento eterno de sal
0.695,spanish,0.881,Atrapados
0.726,spanish,0.461,Cuando la noche arriba
0.716,spanish,0.394,El Roce
0.715,spanish,0.924,Aire Ke Respiro
0.534,spanish,0.332,Estoy Hecho De Pedacitos De Ti
0.744,spanish,0.656,Reset
0.759,spanish,0.574,Hijos del Coraje
0.641,spanish,0.756,Amor Libre
0.494,spanish,0.602,Acto I: La Traición
0.514,spanish,0.204,Sin Tu Latido - EN VIVO
0.316,spanish,0.209,Aire (En Vivo)
0.499,spanish,0.464,Roto y Elegante
0.732,spanish,0.86,Feat Challenge
0.747,spanish,0.656,Mejor enemigo
0.521,spanish,0.523,Antes de que cuente diez
0.482,spanish,0.87,Pero a tu lado
0.553,spanish,0.072,Perdonar y Agradecer
0.612,spanish,0.748,Mientras la Música No Pare
0.649,spanish,0.607,Bailemos
0.677,spanish,0.572,Mientras tú me quieras
0.436,spanish,0.11,Despertar
0.602,spanish,0.768,El Amor Coloca
0.458,spanish,0.908,Te Bi-Campeón
0.504,spanish,0.579,Amor Sin Odio
0.69,spanish,0.442,Escuchame Mujer
0.526,spanish,0.621,La Huella del Dragón
0.576,spanish,0.258,Corazón Perfecto
0.79,spanish,0.874,Flecha
0.421,spanish,0.167,Hijo de la Luna (En Vivo)
0.461,spanish,0.963,Déjame
0.711,spanish,0.802,No hay ni un corazón que valga la pena
0.293,spanish,0.342,Ven a mi casa esta navidad (remastered)
0.788,spanish,0.515,Mentira para Dos
0.697,spanish,0.467,7 Lágrimas - Remix
0.488,spanish,0.52,Tu Foto Del DNI
0.867,spanish,0.503,Dame calor
0.887,spanish,0.389,Sudores fríos
0.494,spanish,0.469,La Teoría
0.79,spanish,0.571,Verte Ganar
0.614,spanish,0.258,El Sitio De Mi Recreo
0.592,spanish,0.534,A centímetros de ti
0.568,spanish,0.783,Volvera
0.743,spanish,0.393,Blue
0.607,spanish,0.933,Tras Mi Luna de Cristal
0.634,spanish,0.268,Casi Humanos - Los Tailors Remix
0.46,spanish,0.17,Lo siento (feat. Sofía Reyes)
0.742,spanish,0.943,Tú Me Delatas
0.57,spanish,0.299,Dígale
0.74,spanish,0.67,Por si las Moscas
0.554,spanish,0.285,Justo Cuando El Mundo Apriete
0.662,spanish,0.751,La Boca Junta
0.369,spanish,0.351,Alma
0.642,spanish,0.493,Tenia Tanto Que Darte
0.615,spanish,0.589,La Balada del Vagabundo
0.651,spanish,0.561,Puedes Contar Conmigo
0.589,spanish,0.311,La Playa
0.439,spanish,0.468,Te amo (feat. Chenoa)
0.681,spanish,0.676,Canciones de Amor a Ti
0.437,spanish,0.584,La luna me sabe a poco
0.313,spanish,0.461,Pienso en Aquella Tarde
0.494,spanish,0.797,El Sueño De Mi Vida
0.416,spanish,0.116,Entre Sobras Y Sobras Me Faltas
0.295,spanish,0.0709,Vives en mí
0.719,spanish,0.651,Pajaros de Barro
0.557,spanish,0.647,Buscando en la basura
0.505,spanish,0.414,Miento
0.532,spanish,0.59,Te Diré
0.602,spanish,0.643,Querida Socia
0.465,spanish,0.545,El Fantasma de la Opera
0.498,spanish,0.641,Caperucita feroz (feat. Moderatto)
0.562,spanish,0.318,Para Ti - DO NOT USE
0.581,spanish,0.281,Me Muero (Versión Acústica) [Directo Madrid] - En Vivo
0.638,spanish,0.843,Convénceme - Versión Banda
0.707,spanish,0.79,Hoy la Luna Sale para Mí
0.458,spanish,0.325,"40 Grados (feat. Mercurio, Kabah, Moenia & Sentidos Opuestos) - En Vivo"
0.308,spanish,0.131,No te dejes vencer
0.604,spanish,0.507,Loco de atar
0.385,spanish,0.476,Revolución - Live Arena Ciudad de México el 6 de mayo de 2017
0.747,spanish,0.564,Tiroteo
0.779,spanish,0.591,Sola Con Mi Voz
0.603,spanish,0.548,La Tormenta De Arena
0.66,spanish,0.722,¿Dónde Están Corazón?
0.788,spanish,0.531,Bandolera
0.687,spanish,0.251,Sirenas
0.574,spanish,0.406,Penúltimo beso (feat. Miguel Campello)
0.548,spanish,0.438,La Increíble Historia del Hombre Que Podía Volar Pero No Sabía Cómo
0.466,spanish,0.366,Míranos - Versión acústica
0.536,spanish,0.397,Hollows
0.495,spanish,0.23,My Endless Love
0.595,spanish,0.26,Os Teus Ollos
0.843,spanish,0.866,Ella
0.667,spanish,0.733,Todos Los Besos
0.712,spanish,0.93,Mi Frikimundo
0.806,spanish,0.413,360
0.357,spanish,0.305,Piratas
0.903,spanish,0.825,Hasta que salga el sol
0.754,spanish,0.637,I Love You
0.537,spanish,0.273,La Petite Mort
0.746,spanish,0.684,Des heures
0.886,spanish,0.944,Esperando
0.597,spanish,0.501,Diciembre
0.674,spanish,0.721,Get Down - en confinement
0.739,spanish,0.822,Me equivocaría otra vez
0.755,spanish,0.887,El aire de la calle
0.731,spanish,0.964,El Muchacho De Los Ojos Tristes
0.407,spanish,0.324,Levántate y Anda
0.606,spanish,0.851,Indios y Vaqueros
0.476,spanish,0.35,Amar de Nuevo
0.581,spanish,0.413,Clima Tropical
0.662,spanish,0.542,Cuídate
0.605,spanish,0.686,Libertad
0.548,spanish,0.476,Un Año Más (En Vivo)
0.651,spanish,0.718,Diez Mil Maneras
0.249,spanish,0.272,El Lago
0.239,spanish,0.868,Estando Contigo
0.542,spanish,0.223,Si te cuentan que caí
0.351,spanish,0.282,Tú y las nubes
0.634,spanish,0.255,Por Un Amor Relampago (A Song For Gail - What Have We Got Her Into?)
0.741,spanish,0.574,Quiero tener tu presencia
0.238,spanish,0.0487,Duerme - 2015
0.678,spanish,0.882,Chico tienes que cuidarte - Remaster 2015
0.854,spanish,0.484,Entre Tú y Yo
0.663,spanish,0.265,Háblame Bajito
0.598,spanish,0.66,"Marta, Sebas, Guille y los demás"
0.679,spanish,0.254,Ready Pa Morir
0.68,spanish,0.192,SHORTY QUE TE VAYA BN <3
0.696,spanish,0.654,Me Vuelvo Loco
0.748,spanish,0.607,Si Tú La Quieres
0.575,spanish,0.804,La vida moderna
0.57,spanish,0.778,De Otro Color
0.622,spanish,0.511,Noches Prohibidas
0.632,spanish,0.934,Pa' Madrid
0.598,spanish,0.766,Mira cómo vuelo
0.816,spanish,0.817,El bueno acaba mal
0.752,spanish,0.919,No Te Pediré Perdón
0.637,spanish,0.55,Distancia 1.5
0.188,spanish,0.574,"Fumar, beber y romper"
0.73,spanish,0.697,En Que Estrella Estara
0.13,spanish,0.402,Nubeira
0.436,spanish,0.384,Diazepam
0.696,spanish,0.606,Cura de humildad
0.682,spanish,0.758,Perdoname
0.702,spanish,0.308,No Seré Capaz
0.55,spanish,0.305,Cancion Fronteriza
0.83,spanish,0.359,Noches sin dormir
0.359,spanish,0.0382,Minuto En La LLuvia - Interludio Piano
0.619,spanish,0.962,Física o química
0.712,spanish,0.527,Escondido en silencio
0.535,spanish,0.568,Amores Flacos
0.5,spanish,0.714,El alma al aire
0.434,spanish,0.376,Fiesta Pagana
0.581,spanish,0.413,Clima Tropical
0.562,spanish,0.398,A ver qué pasa - Estrella Damm 2021
0.688,spanish,0.66,Donde Estan Tus Ojos Negros
0.629,spanish,0.946,La Madre de Jose
0.432,spanish,0.354,Para Siempre (En Vivo)
0.831,spanish,0.598,Déjala Que Baile (with Alejandro Sanz & Arkano)
0.314,spanish,0.57,Telenovela
0.304,spanish,0.227,Dos Amantes
0.569,spanish,0.193,El 7 de Septiembre - Vivo
0.635,spanish,0.78,Insurrección - 2008 Remaster
0.675,spanish,0.71,Cruz de Navajas (En Vivo)
0.55,spanish,0.53,Desear Lo Que Ya Es Nuestro (Respira)
0.731,spanish,0.805,Vivir Así Es Morir De Amor
0.505,spanish,0.739,Carta a María
0.751,spanish,0.73,No lo vuelvas a hacer
0.519,spanish,0.266,Solamente tú
0.806,spanish,0.413,360
0.755,spanish,0.349,Nena
0.491,spanish,0.231,Mi Héroe
0.709,spanish,0.0394,Underwater Breathtaking - Innellea Remix
0.734,spanish,0.797,Ave María
0.774,spanish,0.348,Tomo demasiado
0.69,spanish,0.506,Inferno
0.519,spanish,0.301,Cada mañana
0.66,spanish,0.437,Viaje a ningún lado (con Carin Leon)
0.593,spanish,0.846,Cien gaviotas
0.625,spanish,0.609,Ahogado
0.74,spanish,0.163,Forgive Me
0.73,spanish,0.384,Noche de Verano
0.491,spanish,0.606,Insurreccion (En Directo)
0.687,spanish,0.915,He Cambiado
0.74,spanish,0.21,"Buenos Días, Corazón"
0.532,spanish,0.213,La Voz Del Presidente
0.438,spanish,0.395,Trece (Versión Jazz)
0.767,spanish,0.897,Mal Acostumbrados
0.521,spanish,0.401,Llamando a la tierra - Serenade From the Stars
0.739,spanish,0.623,Aunque Tu No Lo Sepas
0.592,spanish,0.96,El Clásico
0.602,spanish,0.505,Uno X Uno
0.805,spanish,0.499,Levántate
0.764,spanish,0.475,Se Que Has Cambiado
0.362,spanish,0.351,50 Horas - Live At Teatro Colón / 2018
0.683,spanish,0.691,Quién te quiere como yo
0.529,spanish,0.652,Camina la Vida - Extended
0.546,spanish,0.523,Te Debía Esta Canción
0.29,spanish,0.231,Ellos Dicen Mierda (Live)
0.657,spanish,0.736,Paramilitar
0.441,spanish,0.394,Sin Tu Latido - En Directo
0.42,spanish,0.324,Magia
0.596,spanish,0.535,Sutil dolor
0.693,spanish,0.845,El Síndrome de Peter Pan
0.674,spanish,0.356,El Canto de las Sirenas
0.573,spanish,0.286,Cuando Me Vaya (feat. Natalia Jiménez)
0.62,spanish,0.963,Mírame - 2015 Remaster
0.484,spanish,0.225,Por la paz y la canción
0.5,spanish,0.264,Serie negra
0.546,spanish,0.363,Deray
0.575,spanish,0.588,Las calles de mi barrio
0.527,spanish,0.825,Gente
0.791,spanish,0.256,Háblame Bajito
0.601,spanish,0.201,Loving Strangers
0.528,spanish,0.49,Mi Princesa
0.63,spanish,0.685,San Blas
0.467,spanish,0.178,C´est Fini
0.623,spanish,0.169,La Llamada
0.489,spanish,0.464,Nené
0.615,spanish,0.428,Copacabana
0.61,spanish,0.785,Pastillas Rosas
0.511,spanish,0.227,Lo Siento
0.737,spanish,0.644,Lady
0.53,spanish,0.632,Me Falta el Aliento
0.549,spanish,0.903,La noche me resbala
0.745,spanish,0.544,Premio de Consolación
0.646,spanish,0.42,Hip Hop
0.776,spanish,0.671,Primaveras En El Pelo
0.708,spanish,0.589,Histéricos
0.676,spanish,0.863,Sé lo que hicisteis - 2006 Remastered Version
0.554,spanish,0.569,Valiente
0.742,spanish,0.339,Te pido otra oportunidad
0.519,spanish,0.358,Hijo del Trueno
0.472,spanish,0.531,"Malos días, Buena Cara"
0.515,spanish,0.697,Tragicomedia
0.606,spanish,0.874,El 90% de Mi 1.5
0.713,spanish,0.368,20TRAP20-IKARI
0.69,spanish,0.544,Aviones Plateados - En Directo
0.755,spanish,0.805,Volverte a Ver
0.45,spanish,0.273,Quien Es
0.713,spanish,0.753,Te regalo
0.671,spanish,0.791,Y volar (con los Caligaris)
0.702,spanish,0.927,Nasío pa la Alegria
0.675,spanish,0.828,El Jugador También Forma Parte del Juego
0.669,spanish,0.943,Antes Que Ver El Sol
0.529,spanish,0.359,Simon Barrel
0.332,spanish,0.656,Ni Dios Ni Amo
0.574,spanish,0.442,¿Dónde Están Corazón? - En Vivo En El Gran Rex / 2015
0.452,spanish,0.771,Armas de Destrucción
0.505,spanish,0.93,Cuando Brille el Sol
0.621,spanish,0.179,Turnedo
0.615,spanish,0.426,Insoportable
0.621,spanish,0.849,Nada Fue Un Error
0.739,spanish,0.747,Contigo (feat. Gianmarco)
0.418,spanish,0.377,Amaneciendo en Ti
0.564,spanish,0.96,Un minuto nada más - Remaster 2015
0.625,spanish,0.661,No quiero vivir sin ti
0.74,spanish,0.281,Como Antes
0.615,spanish,0.449,Ojalá
0.785,spanish,0.554,Fuera de Mi (feat. José Alma)
0.707,spanish,0.546,Deja Que Te Bese
0.697,spanish,0.275,SI NO VAS A VOLVER
0.474,spanish,0.418,nana triste
0.644,spanish,0.663,5 Sentidos
0.779,spanish,0.719,Mi Música Mis Normas
0.588,spanish,0.843,Línea 7
0.818,spanish,0.193,Nadie Como Tú
0.576,spanish,0.254,Cançó del Lladre
0.7,spanish,0.966,Tranqui
0.696,spanish,0.543,TELÉFONO
0.515,spanish,0.476,Solo Tú
0.539,spanish,0.186,Faithful
0.687,spanish,0.871,La Triste Historia Del Vecino De Arriba
0.701,spanish,0.797,Me Sabe Mal (Remix)
0.471,spanish,0.16,Niño malo
0.505,spanish,0.57,Todos los Besos
0.564,spanish,0.289,Mátame Primero
0.543,spanish,0.275,Estoy Contigo
0.693,spanish,0.608,Nena (Dueto 2007)
0.517,spanish,0.778,Estrella Polar (with Juan Aguirre)
0.662,spanish,0.615,Je danse le mia - Live
0.682,spanish,0.463,Lo Que Se Avecina (Intro)
0.264,spanish,0.403,El Bien
0.67,spanish,0.204,El Cazador Y La Serpiente
0.714,spanish,0.777,Mereció la Pena
0.506,spanish,0.352,Petit frère - Live
0.779,spanish,0.741,Acción y Reacción 1.5
0.76,spanish,0.966,Antes Muerta Que Sencilla
0.542,spanish,0.765,Chiquilla
0.585,spanish,0.42,Devuélveme a mi chica
0.346,spanish,0.382,Superpoderes
0.342,spanish,0.517,Marquesita
0.662,spanish,0.432,Con La Miel En Los Labios
0.536,spanish,0.548,Conceptos partidos
0.507,spanish,0.366,Donde Descansa La Esperanza
0.495,spanish,0.205,No olvidarme de olvidar
0.488,spanish,0.262,Coplas Patéticas
0.382,spanish,0.286,Niña (Versión Acústica) - En Vivo
0.503,spanish,0.375,Ven a Mi Casa Esta Navidad
0.431,spanish,0.176,Si Tú Me Amaras
0.551,spanish,0.477,Barco a Venus - En Vivo
0.668,spanish,0.87,Bebes de mi
0.677,spanish,0.887,Antes Que Ver El Sol
0.646,spanish,0.664,Everlasting
0.89,spanish,0.97,Purpurina
0.682,spanish,0.889,De Tranquilote
0.582,spanish,0.583,Mi Persona Favorita
0.768,spanish,0.801,Los 90
0.679,spanish,0.635,Dos Días al Mes
0.561,spanish,0.675,+
0.474,spanish,0.689,Moi et mes toi
0.718,spanish,0.766,Ahora Lloras Tú (feat. CNCO)
0.322,spanish,0.486,La Camisa Vieja
0.639,spanish,0.859,Ojala
0.554,spanish,0.386,LN Granada
0.467,spanish,0.495,Años 80
0.385,spanish,0.32,Autumn in New York
0.63,spanish,0.536,Abrázame
0.442,spanish,0.547,23 de Junio
0.666,spanish,0.715,Dos Veces
0.552,spanish,0.584,A Tu Lado
0.497,spanish,0.481,En Paz Conmigo
0.665,spanish,0.305,USA (feat. JaguarClaw)
0.843,spanish,0.951,Fiesta Ganja (feat. Mugas)
0.641,spanish,0.653,Lágrimas desordenadas
0.479,spanish,0.747,bailamorena
0.477,spanish,0.716,Rap & Roll
0.638,spanish,0.443,Binomio
0.716,spanish,0.641,Contigo no cuento
0.569,spanish,0.744,Hijo de la Luna
0.615,spanish,0.72,El Sol No Regresa
0.399,spanish,0.395,Diamante - Live At Teatro Colón / 2018
0.644,spanish,0.704,Que Esperas
0.7,spanish,0.168,Demencia
0.705,spanish,0.853,Ducati
0.686,spanish,0.396,La Revolución Sexual
0.643,spanish,0.421,Música para Sordos
0.726,spanish,0.831,Viniste A Por Mí
0.554,spanish,0.689,Cielo hermético
0.737,spanish,0.681,El tren de los momentos
0.687,spanish,0.873,Tutti Frutti
0.679,spanish,0.821,El Mundo Tras el Cristal
0.329,spanish,0.32,Fiesta Pagana
0.639,spanish,0.431,"Fascinados (feat. Joan Manuel Serrat, Leiva, Vetusta Morla, Iván Ferreiro, Loquillo, Zahara, Dani Martin, Albert Pla, Mikel (Izal), Noni (Lori Meyers), Santi Balmes, Xoel López, Anni B Sweet, Jeanette, Carlos Sadness, Nina (Morgan), Juan Alberto (Niños Mutantes), Miri Ros, Javiera Mena, Jorge Martí (La Habitación Roja), Rafa Val (Viva Suecia), Marc (Dorian), Alondra Bentley, Abraham Boba, Carlangas (Novedades Carminha), La Bien Querida, Martí Perarnau IV (Mucho), Nita (Fuel Fandango) & Shuarma (Elefantes))"
0.659,spanish,0.721,¿Dónde Están Corazón?
0.739,spanish,0.653,Ritual
0.385,spanish,0.0399,Conxuro - 2015
0.604,spanish,0.315,Amores de barra
0.689,spanish,0.551,"Señora, Por Favor"
0.506,spanish,0.472,"Suena Tremendo (feat. Mercurio, Kabah, Moenia & Sentidos Opuestos) - En Vivo"
0.586,spanish,0.58,METALLICA
0.793,spanish,0.268,La Última Canción
0.561,spanish,0.234,My Life Is Going On - Remix Version
0.788,spanish,0.83,No Me Basta
0.467,spanish,0.214,Tenías razón
0.674,spanish,0.0919,La Suerte de Mi Vida - 2021
0.48,spanish,0.452,Corazón Sin Vida
0.262,spanish,0.473,Maldita Dulzura
0.715,spanish,0.742,Agua
0.566,spanish,0.258,Sincericidio
0.671,spanish,0.478,DISCO-CAFÉ
0.722,spanish,0.659,Pajaros de Barro
0.636,spanish,0.718,Soldado de Plomo
0.587,spanish,0.492,Sigo buscando
0.774,spanish,0.812,Mi Eden de Tristeza
0.58,spanish,0.531,Odio que te quiero
0.427,spanish,0.454,The End
0.527,spanish,0.443,En algún lugar
0.495,spanish,0.25,Desde cero (con Melendi)
0.633,spanish,0.59,"Q, Tal"
0.68,spanish,0.673,Con la luna llena
0.522,spanish,0.316,Viento de Cara
0.672,spanish,0.717,Dulce pesadilla
0.584,spanish,0.0736,Algo Raro
0.674,spanish,0.395,Amiga
0.356,spanish,0.465,Cuando el Mar te Tenga - En Directo
0.571,spanish,0.418,Vi
0.668,spanish,0.845,La estatua del jardin botánico
0.499,spanish,0.364,Muñeca de Trapo - Directo Mexico
0.67,spanish,0.732,El Final del Túnel
0.516,spanish,0.502,Me cuesta tanto olvidarte
0.435,spanish,0.321,Nada Fue Un Error - En Vivo En El Gran Rex / 2015
0.457,spanish,0.237,El roce de tu cuerpo
0.336,spanish,0.211,Creo (La voz dormida parte II)
0.193,spanish,0.221,Satania
0.792,spanish,0.549,Mar y cielo
0.572,spanish,0.283,Será
0.619,spanish,0.872,Bailando sin salir de casa
0.636,spanish,0.327,Dame Amor
0.547,spanish,0.16,Yo sé que tú estás aquí
0.584,spanish,0.284,Corazón Perfecto
0.204,spanish,0.195,"La Puerta del Colegio / Mi Amada / Cambiando el Destino (feat. Kabah, feat. Mercurio, Kabah & Sentidos Opuestos, feat. Sentidos Opuestos, Mercurio & Kabah) - En Vivo"
0.616,spanish,0.455,Lo echamos a suertes
0.801,spanish,0.597,Aloha
0.561,spanish,0.662,+ (MÁS)
0.504,spanish,0.0506,Los Días Raros
0.68,spanish,0.574,Tanto la Queria
0.726,spanish,0.12,No Te Sueltes
0.55,spanish,0.348,11 RAZONES
0.563,spanish,0.261,Redencion
0.753,spanish,0.381,Rebeldes sin causa
0.663,spanish,0.802,La Boca Junta
0.588,spanish,0.962,Oye
0.801,spanish,0.5,Skywalker
0.725,spanish,0.679,Bby Yo
0.671,spanish,0.704,La Última Página
0.708,spanish,0.639,S.O.S
0.836,spanish,0.621,Mejor Que Ayer
0.73,spanish,0.924,Flamenkito
0.603,spanish,0.741,El del Medio de los Chichos
0.428,spanish,0.223,Inmunes - Munay Vivo
0.391,spanish,0.434,El universo sobre mí
0.69,spanish,0.923,Alma de Clandestino
0.768,spanish,0.698,Cuando zarpa el amor
0.636,spanish,0.396,"Corazón, Boli y Papel 1.5"
0.669,spanish,0.963,Chas! Y Aparezco A Tu Lado
0.735,spanish,0.527,Corazon y Mente
0.199,spanish,0.0971,Breogán
0.295,spanish,0.22,Desilusión
0.452,spanish,0.652,Belfast
0.67,spanish,0.376,Finisterre
0.48,spanish,0.396,Cinco minutos
0.373,spanish,0.479,Ukon Laulu
0.693,spanish,0.845,El síndrome de Peter Pan
0.592,spanish,0.234,Siempre Llorará - Versión Original
0.6,spanish,0.235,La Emperatriz
0.596,spanish,0.541,Las Llaves del Reino
0.84,spanish,0.564,Odio y Amor
0.447,spanish,0.513,Tu Gloria - En Vivo En El Gran Rex / 2015
0.239,spanish,0.413,Un amor en tu vida
0.482,spanish,0.759,Eutanasia
0.595,spanish,0.457,Allí estaré
0.888,spanish,0.956,Babilon Marca Las Reglas (feat. Quique Neira)
0.441,spanish,0.282,La Hija De Las Estrellas
0.632,spanish,0.359,Duende (feat. Aleks Syntek)
0.724,spanish,0.68,Contigo (feat. Natalia Lafourcade)
0.238,spanish,0.291,Jesús De Chamberí
0.3,spanish,0.21,Requiem
0.747,spanish,0.792,Retorciendo palabras
0.622,spanish,0.921,A Mi Aire
0.449,spanish,0.339,El Que Quiera Entender Que Entienda (Radio Edit)
0.434,spanish,0.194,Sueños Rotos (Versión Acústica) [Directo Madrid] - En Vivo
0.549,spanish,0.649,La Suerte de Mi Vida
0.763,spanish,0.685,De Charco En Charco
0.597,spanish,0.324,Dónde está el amor (feat. Jesse & Joy)
0.642,spanish,0.653,Un Traguito
0.723,spanish,0.683,Si Tú Te Vas
0.684,spanish,0.734,Oda al Verso
0.616,spanish,0.748,Alarmas
0.704,spanish,0.775,No Quiero A Nadie
0.393,spanish,0.267,Quien Bien Te Quiera
0.765,spanish,0.51,Easy
0.264,spanish,0.403,El Bien
0.5,spanish,0.463,Quién lo diría
0.677,spanish,0.768,Y sólo se me ocurre amarte
0.454,spanish,0.665,Moja Mi Corazón
0.445,spanish,0.186,No Hemos Aprendido Nada
0.695,spanish,0.507,Desde Que Estamos Juntos
0.791,spanish,0.961,Ahora Te Puedes Marchar
0.496,spanish,0.239,Creo en Mi
0.728,spanish,0.963,Me Quedo (feat. Ana Mena)
0.809,spanish,0.905,Voy a Saco
0.629,spanish,0.402,Amiga mía
0.591,spanish,0.602,Eclipse
0.607,spanish,0.577,Punto y Seguido
0.479,spanish,0.626,Trasegando
0.434,spanish,0.356,Sin Buscarte
0.714,spanish,0.833,T-Rex
0.521,spanish,0.323,Corazon de mimbre
0.751,spanish,0.686,Mr. Chicken - Live
0.572,spanish,0.567,Desátame
0.735,spanish,0.887,Marihuana Cura
0.557,spanish,0.547,Las Ruinas del Edén: Acto III
0.665,spanish,0.531,Llovió - En vivo
0.478,spanish,0.607,El Planeta Se Apaga
0.184,spanish,0.116,Mi Tierra
0.481,spanish,0.923,Temps Perdut
0.239,spanish,0.336,Memoria da noite - Versión 2011
0.524,spanish,0.254,Lloran las Rosas
0.576,spanish,0.709,El Secreto de las Tortugas
0.659,spanish,0.616,No Pidas Mas Perdon
0.648,spanish,0.634,El Amor No Duele
0.644,spanish,0.782,Club de fans de John Boy
0.259,spanish,0.171,La Danza Del Fuego
0.757,spanish,0.954,"Mira, Mira, Mira (Yummy, Yummy)"
0.41,spanish,0.25,Si tus piernas
